time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461450000	-24.1668	-6.9451	4.68133	2.393	-0.495085	radar	2.2286	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3405	-6.6864	4.81252	2.34153	-0.517475	lidar	23.9824	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5046	-6.51964	4.74408	2.31315	-0.522852	radar	3.71861	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5974	-6.38874	4.58571	2.28846	-0.520856	lidar	34.8642	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7351	-6.21035	4.56273	2.25846	-0.52483	radar	0.442683	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9272	-5.98538	4.70127	2.22933	-0.527867	lidar	19.6223	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0566	-5.78576	4.6994	2.19734	-0.532679	radar	2.04466	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1898	-5.60875	4.67317	2.17399	-0.529903	lidar	0.39532	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3408	-5.41639	4.73307	2.15589	-0.520437	radar	0.990683	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4903	-5.1774	4.82622	2.1253	-0.524557	lidar	4.03068	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6178	-4.99477	4.83555	2.11036	-0.511101	radar	6.24859	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7275	-4.82343	4.75691	2.0902	-0.506389	lidar	2.08857	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8489	-4.61265	4.78896	2.06798	-0.502094	radar	0.32143	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9641	-4.35853	4.86832	2.03533	-0.508535	lidar	2.70417	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0761	-4.14297	4.80524	2.0037	-0.520458	radar	10.8479	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1742	-3.84636	4.94768	1.96351	-0.532477	lidar	10.3208	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2504	-3.6168	4.87833	1.92465	-0.54955	radar	3.99002	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2842	-3.35199	4.90131	1.87956	-0.563647	lidar	38.0766	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3345	-3.1123	4.86566	1.83954	-0.578141	radar	1.26457	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3617	-2.88356	4.82496	1.80281	-0.584196	lidar	14.4509	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.4158	-2.659	4.80168	1.77491	-0.583752	radar	1.21568	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4859	-2.52303	4.61448	1.76464	-0.568288	lidar	29.6906	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5376	-2.28897	4.64271	1.74031	-0.563261	radar	0.753974	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5856	-2.0959	4.57428	1.71923	-0.557506	lidar	4.84122	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6139	-1.86265	4.5948	1.6932	-0.553187	radar	1.98084	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6149	-1.60259	4.65005	1.65606	-0.560809	lidar	10.7461	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6142	-1.3803	4.61629	1.61941	-0.571657	radar	1.84444	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6189	-1.14761	4.61952	1.58976	-0.57251	lidar	0.160124	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6447	-0.927799	4.60368	1.56938	-0.565605	radar	4.86096	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6558	-0.662115	4.68511	1.54388	-0.563442	lidar	3.92892	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6453	-0.418132	4.7104	1.51056	-0.571846	radar	2.40436	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.6031	-0.100656	4.88673	1.47266	-0.57921	lidar	16.9369	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5826	0.167514	4.94289	1.44305	-0.581948	radar	1.86736	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5587	0.444804	5.02883	1.41744	-0.579185	lidar	7.50167	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5417	0.688377	5.00581	1.39966	-0.566564	radar	1.63782	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5302	0.965622	5.0849	1.3824	-0.557819	lidar	19.2547	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4885	1.2268	5.09178	1.3653	-0.541669	radar	7.52036	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4284	1.45993	5.05426	1.33613	-0.543338	lidar	0.81086	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3885	1.6728	4.95185	1.31821	-0.5315	radar	9.02644	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3304	1.87336	4.85921	1.29136	-0.531852	lidar	2.24407	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2645	2.10184	4.84675	1.26599	-0.530594	radar	0.176499	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2008	2.282	4.73013	1.23925	-0.531007	lidar	3.74018	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1374	2.49641	4.67257	1.22171	-0.518695	radar	1.43769	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.054	2.74553	4.73881	1.1982	-0.516607	lidar	1.19966	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9643	2.96963	4.77711	1.16869	-0.523618	radar	2.24431	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8565	3.2666	4.94643	1.14714	-0.519361	lidar	7.2112	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.774	3.4944	4.93264	1.1287	-0.512308	radar	2.34183	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6684	3.68907	4.87657	1.10076	-0.514386	lidar	0.88871	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5547	3.8929	4.85111	1.07356	-0.515493	radar	1.0446	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4887	4.05923	4.72373	1.05589	-0.509817	lidar	28.1362	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3685	4.25512	4.70621	1.02916	-0.510619	radar	0.515848	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2069	4.48734	4.79888	0.998374	-0.51419	lidar	14.1699	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0582	4.67597	4.74702	0.970527	-0.511767	radar	8.9425	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9393	4.8701	4.73145	0.949391	-0.508367	lidar	3.96862	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7857	5.05722	4.72615	0.920882	-0.509777	radar	2.22967	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6137	5.2841	4.82635	0.895881	-0.508623	lidar	5.90055	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.444	5.46974	4.88404	0.863191	-0.517651	radar	0.742268	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2578	5.64807	4.90133	0.830336	-0.523026	lidar	8.83475	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0935	5.81299	4.90676	0.800092	-0.528906	radar	3.25404	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9217	5.97377	4.8833	0.771277	-0.530999	lidar	0.307006	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7784	6.13826	4.71087	0.758602	-0.512168	radar	4.54142	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6129	6.29387	4.6953	0.733623	-0.511825	lidar	0.464613	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4672	6.44794	4.59789	0.717228	-0.501442	radar	1.91922	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2309	6.69064	4.82028	0.701406	-0.491838	lidar	26.021	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0408	6.8228	4.75339	0.673014	-0.492721	radar	5.48516	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8219	7.00487	4.84861	0.651112	-0.489575	lidar	6.53566	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6125	7.14208	4.87283	0.62122	-0.49461	radar	1.27966	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4274	7.28599	4.8592	0.600307	-0.49173	lidar	3.03076	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1959	7.42974	5.00527	0.568703	-0.501521	radar	2.12122	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0129	7.58829	4.99878	0.555602	-0.492087	lidar	18.0294	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8316	7.74155	4.87947	0.54731	-0.474032	radar	6.36539	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6222	7.88577	4.90433	0.528982	-0.469504	lidar	1.28704	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4378	8.00552	4.81343	0.511406	-0.463057	radar	1.93438	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2187	8.04782	4.73674	0.466687	-0.480957	lidar	24.0756	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0357	8.17023	4.56951	0.45701	-0.463794	radar	6.70638	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8551	8.32203	4.59007	0.452593	-0.448701	lidar	29.4585	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6143	8.43673	4.71616	0.42864	-0.451427	radar	4.37064	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.355	8.58652	4.84247	0.416451	-0.44179	lidar	10.2685	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1684	8.6893	4.67213	0.405397	-0.428359	radar	2.68529	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9678	8.79607	4.66523	0.39076	-0.423057	lidar	5.74897	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7834	8.8839	4.51016	0.377237	-0.413352	radar	1.95741	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5568	8.97083	4.54236	0.356642	-0.41294	lidar	1.94803	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3217	9.06929	4.60938	0.339995	-0.409591	radar	4.89543	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.021	9.18346	4.78159	0.323668	-0.404414	lidar	44.4982	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.8137	9.25465	4.73165	0.304995	-0.403022	radar	1.6321	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5472	9.37158	4.83947	0.296463	-0.392602	lidar	7.75405	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2805	9.41727	4.97667	0.263264	-0.406741	radar	4.43209	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9726	9.56031	5.15408	0.263353	-0.388526	lidar	20.8828	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7348	9.64	5.03023	0.253757	-0.376113	radar	3.69981	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4502	9.75729	5.14239	0.250104	-0.362821	lidar	8.12932	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2068	9.83033	5.12107	0.236747	-0.358243	radar	0.682052	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9261	9.95913	5.22642	0.239414	-0.340744	lidar	11.3792	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6758	10.0237	5.19619	0.225112	-0.337478	radar	0.160744	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4249	10.132	5.22793	0.224769	-0.324021	lidar	15.0577	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1711	10.1994	5.22788	0.212344	-0.320733	radar	0.643735	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9388	10.2287	5.17041	0.18994	-0.326377	lidar	2.04367	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6988	10.2846	5.09881	0.178882	-0.320326	radar	0.558186	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4831	10.2848	5.00895	0.150776	-0.330865	lidar	4.97887	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1772	10.3252	5.22536	0.130276	-0.336862	radar	7.60616	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9136	10.3841	5.24811	0.121673	-0.330028	lidar	3.0333	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6826	10.405	5.0467	0.107983	-0.322919	radar	6.38104	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4418	10.3817	5.00398	0.076973	-0.335299	lidar	9.67341	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1846	10.4025	5.00777	0.0615586	-0.333635	radar	0.561881	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8698	10.5485	5.18088	0.0854856	-0.298966	lidar	51.5636	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6303	10.5898	5.03317	0.0815643	-0.285502	radar	2.70863	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3783	10.5971	5.03047	0.0636908	-0.288438	lidar	1.00995	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1214	10.6175	5.04256	0.0512019	-0.286686	radar	0.29404	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8622	10.7094	5.08623	0.0620977	-0.265779	lidar	38.028	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.6089	10.7477	5.03892	0.0584275	-0.255674	radar	2.10786	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3713	10.7258	5.00052	0.0345601	-0.26505	lidar	4.81275	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.1293	10.7475	4.92125	0.0283016	-0.256822	radar	1.05011	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8762	10.8144	4.95478	0.0348378	-0.240757	lidar	23.3964	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.6074	10.829	4.97439	0.0263152	-0.236587	radar	2.95921	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3734	10.8505	4.95218	0.0193496	-0.232848	lidar	5.9945	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0937	10.812	5.20748	-0.0130598	-0.257564	radar	7.82826	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7879	10.7968	5.29072	-0.02816	-0.258601	lidar	19.0513	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5339	10.7936	5.24814	-0.0385757	-0.255731	radar	0.276802	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2992	10.7915	5.19886	-0.0491673	-0.254418	lidar	8.03338	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0708	10.8241	4.96024	-0.0411128	-0.230436	radar	7.09518	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.80564	10.8721	5.00611	-0.0335143	-0.214474	lidar	20.5074	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.58776	10.8472	4.91673	-0.0491859	-0.218069	radar	3.52335	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.31989	10.8771	4.96796	-0.0458197	-0.206042	lidar	9.04759	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.08627	10.8516	4.89583	-0.0589697	-0.206821	radar	2.33022	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.81316	10.8861	4.95999	-0.052557	-0.192705	lidar	12.4814	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.58364	10.842	4.89842	-0.0713566	-0.199508	radar	5.69462	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.42136	10.7729	4.73171	-0.100774	-0.216651	lidar	16.0551	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.18468	10.7729	4.67749	-0.101458	-0.206011	radar	1.8942	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.82629	10.8229	4.92867	-0.0818293	-0.179586	lidar	38.1008	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.57844	10.8143	4.84978	-0.0826356	-0.168814	radar	2.71278	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.28895	10.8084	4.94537	-0.083751	-0.162098	lidar	5.72668	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.0781	10.8238	4.74863	-0.0754535	-0.142719	radar	5.13046	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
